36,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1600000,-,1023,Strata,11 to 15,1565,May-2021
37,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,750000,-,463,Strata,11 to 15,1620,May-2021
38,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1010000,-,667,Strata,01 to 05,1513,May-2021
39,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1360000,-,1227,Strata,06 to 10,1108,May-2021
40,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,4283433,-,1582,Strata,21 to 25,2707,May-2021
41,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,3877427,-,1593,Strata,11 to 15,2434,May-2021
42,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1470000,-,958,Strata,11 to 15,1534,Apr-2021
43,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,962000,-,624,Strata,01 to 05,1541,Apr-2021
44,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1050000,-,667,Strata,06 to 10,1573,Apr-2021
45,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1410000,-,947,Strata,06 to 10,1489,Apr-2021
46,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,983000,-,624,Strata,16 to 20,1575,Apr-2021
47,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1290000,-,1173,Strata,16 to 20,1099,Apr-2021
48,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2200000,-,1012,Strata,06 to 10,2174,Apr-2021
49,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1280000,-,1206,Strata,06 to 10,1062,Apr-2021
50,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,958000,-,624,Strata,01 to 05,1534,Apr-2021
51,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1245000,-,1206,Strata,11 to 15,1033,Apr-2021
52,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,808888,-,527,Strata,01 to 05,1534,Apr-2021
53,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,750000,-,463,Strata,01 to 05,1620,Apr-2021
54,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1485000,-,764,Strata,06 to 10,1943,Apr-2021
55,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2471813,-,1066,Strata,26 to 30,2320,Apr-2021
56,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1450000,-,947,Strata,11 to 15,1531,Apr-2021
57,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,660000,-,409,Strata,06 to 10,1614,Apr-2021
58,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1300000,-,1238,Strata,06 to 10,1050,Apr-2021
59,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1614080,-,657,Strata,21 to 25,2458,Apr-2021
60,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,928000,-,624,Strata,11 to 15,1486,Apr-2021
61,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1255000,-,829,Strata,16 to 20,1514,Apr-2021
62,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1700000,-,1033,Strata,01 to 05,1645,Apr-2021
63,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1632510,-,667,Strata,21 to 25,2446,Mar-2021
64,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2933885,-,1173,Strata,26 to 30,2501,Mar-2021
65,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,7099428,-,2034,Strata,26 to 30,3490,Mar-2021
66,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1150000,-,786,Strata,11 to 15,1464,Mar-2021
67,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1751820,-,732,Strata,31 to 35,2393,Mar-2021
68,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,730000,-,484,Strata,01 to 05,1507,Mar-2021
69,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,998000,-,667,Strata,06 to 10,1495,Mar-2021
70,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,940000,-,624,Strata,06 to 10,1506,Mar-2021
71,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1600500,-,667,Strata,16 to 20,2398,Mar-2021
72,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1000000,-,667,Strata,11 to 15,1498,Mar-2021
73,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1500000,-,958,Strata,16 to 20,1566,Mar-2021
74,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1603410,-,657,Strata,16 to 20,2442,Mar-2021
75,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1693240,-,700,Strata,21 to 25,2420,Mar-2021
76,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2888582,-,1163,Strata,26 to 30,2485,Mar-2021
77,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1260000,-,829,Strata,16 to 20,1520,Mar-2021
78,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1220000,-,1206,Strata,06 to 10,1012,Mar-2021
79,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1688207,-,743,Strata,16 to 20,2273,Mar-2021
80,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2471812,-,1033,Strata,31 to 35,2392,Mar-2021
81,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1080000,-,700,Strata,01 to 05,1544,Feb-2021
82,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,4515331,-,1582,Strata,26 to 30,2854,Feb-2021
83,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1000000,-,667,Strata,06 to 10,1498,Feb-2021
84,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,725000,-,463,Strata,01 to 05,1566,Feb-2021
85,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2907789,-,1163,Strata,26 to 30,2501,Feb-2021
86,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1150000,-,1206,Strata,06 to 10,954,Feb-2021
87,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1808000,-,764,Strata,31 to 35,2366,Feb-2021
88,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,715000,-,463,Strata,01 to 05,1545,Feb-2021
89,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2308888,-,1012,Strata,21 to 25,2282,Feb-2021
90,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,2120000,-,1475,Strata,16 to 20,1438,Feb-2021
91,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,990000,-,667,Strata,16 to 20,1483,Feb-2021
92,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1175000,-,1216,Strata,06 to 10,966,Jan-2021
93,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,965000,-,624,Strata,11 to 15,1546,Jan-2021
94,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,650000,-,409,Strata,06 to 10,1589,Jan-2021
95,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,645000,-,409,Strata,06 to 10,1577,Jan-2021
96,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,730000,-,441,Strata,11 to 15,1654,Jan-2021
97,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1288000,-,1206,Strata,16 to 20,1068,Jan-2021
98,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1617960,-,700,Strata,11 to 15,2312,Jan-2021
99,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1800000,-,1206,Strata,01 to 05,1493,Jan-2021
100,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,733000,-,463,Strata,06 to 10,1584,Jan-2021
101,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,969000,-,667,Strata,11 to 15,1452,Jan-2021
102,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,750000,-,474,Strata,01 to 05,1584,Jan-2021
103,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,4446714,-,1582,Strata,21 to 25,2810,Jan-2021
104,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,4425062,-,1582,Strata,26 to 30,2797,Jan-2021
105,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,910000,-,624,Strata,01 to 05,1458,Jan-2021
106,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1635000,-,1033,Strata,06 to 10,1582,Jan-2021
107,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1761190,-,753,Strata,26 to 30,2337,Jan-2021
108,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,983000,-,667,Strata,11 to 15,1473,Dec-2020
109,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1785000,-,667,Strata,16 to 20,2675,Dec-2020
110,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1468000,-,947,Strata,11 to 15,1550,Dec-2020
111,THE PATERSON,PATERSON ROAD,Condominium,09,CCR,Freehold,Resale,1,2700000,-,1216,Strata,16 to 20,2220,Dec-2020
112,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,940000,-,624,Strata,01 to 05,1506,Dec-2020
113,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,649000,-,409,Strata,06 to 10,1587,Dec-2020
114,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1600000,-,732,Strata,16 to 20,2186,Dec-2020
115,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2471812,-,1044,Strata,26 to 30,2367,Dec-2020
116,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,986000,-,667,Strata,01 to 05,1477,Dec-2020
117,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,4030290,-,1593,Strata,16 to 20,2530,Dec-2020
118,THE PATERSON,PATERSON ROAD,Condominium,09,CCR,Freehold,Resale,1,3000000,-,1421,Strata,06 to 10,2111,Dec-2020
119,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,750000,-,441,Strata,11 to 15,1699,Dec-2020
120,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1620000,-,732,Strata,16 to 20,2213,Dec-2020
121,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,730000,-,484,Strata,11 to 15,1507,Dec-2020
122,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1160000,-,1216,Strata,11 to 15,954,Dec-2020
123,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1200000,-,1238,Strata,11 to 15,969,Dec-2020
124,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1812086,-,775,Strata,26 to 30,2338,Nov-2020
125,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,715000,-,463,Strata,01 to 05,1545,Nov-2020
126,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2869376,-,1163,Strata,26 to 30,2468,Nov-2020
127,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1250000,-,1259,Strata,06 to 10,993,Nov-2020
128,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,655000,-,409,Strata,11 to 15,1601,Nov-2020
129,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,672000,-,463,Strata,01 to 05,1452,Nov-2020
130,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1756389,-,753,Strata,26 to 30,2331,Nov-2020
131,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1620000,-,1033,Strata,11 to 15,1568,Nov-2020
132,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1635000,-,1033,Strata,11 to 15,1582,Nov-2020
133,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,700000,-,463,Strata,01 to 05,1512,Nov-2020
134,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,645000,-,409,Strata,06 to 10,1577,Nov-2020
135,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,690000,-,484,Strata,06 to 10,1425,Nov-2020
136,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1760461,-,753,Strata,26 to 30,2336,Nov-2020
137,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1550000,-,710,Strata,06 to 10,2182,Oct-2020
138,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1300000,-,850,Strata,06 to 10,1529,Oct-2020
139,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,4070000,-,1582,Strata,16 to 20,2572,Oct-2020
140,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1100000,-,700,Strata,06 to 10,1572,Oct-2020
141,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,3890175,-,1582,Strata,16 to 20,2459,Oct-2020
142,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1772714,-,753,Strata,26 to 30,2353,Oct-2020
143,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2921233,-,1141,Strata,26 to 30,2560,Oct-2020
144,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1765997,-,753,Strata,21 to 25,2344,Oct-2020
145,TRE RESIDENCES,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,710000,-,420,Strata,11 to 15,1691,Oct-2020
146,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,3085830,-,1163,Strata,26 to 30,2654,Oct-2020
147,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2439825,-,1044,Strata,21 to 25,2337,Oct-2020
148,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,1560000,-,1033,Strata,01 to 05,1510,Oct-2020
149,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1776555,-,775,Strata,31 to 35,2292,Oct-2020
150,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1812087,-,764,Strata,31 to 35,2371,Oct-2020
151,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,3922380,-,1582,Strata,11 to 15,2479,Oct-2020
152,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,3117580,-,1163,Strata,31 to 35,2682,Oct-2020
153,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1310000,-,1238,Strata,16 to 20,1058,Oct-2020
154,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,710000,-,463,Strata,01 to 05,1534,Oct-2020
155,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1754469,-,764,Strata,26 to 30,2296,Oct-2020
156,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,935000,-,624,Strata,06 to 10,1498,Oct-2020
157,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2550000,-,1119,Strata,31 to 35,2278,Oct-2020
158,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,2733975,-,1173,Strata,21 to 25,2330,Oct-2020
159,CENTRAL GROVE,GEYLANG EAST AVENUE 1,Condominium,14,RCR,99 yrs lease commencing from 1997,Resale,1,1168000,-,1216,Strata,01 to 05,960,Oct-2020
160,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,3714441,-,1593,Strata,11 to 15,2332,Sep-2020
161,SIMS URBAN OASIS,SIMS DRIVE,Condominium,14,RCR,99 yrs lease commencing from 2014,Resale,1,655000,-,409,Strata,11 to 15,1601,Sep-2020
162,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1570000,-,667,Strata,11 to 15,2353,Sep-2020
163,MARINA ONE RESIDENCES,MARINA WAY,Apartment,01,CCR,99 yrs lease commencing from 2011,Resale,1,1570000,-,732,Strata,06 to 10,2145,Sep-2020
